text,label,multi
抗战胜利90周年联通优惠重磅来袭9月到营业厅购手机入网最高直降6000元iphoneplusg直降后仅9元las直降后仅8元话费礼品连环送赶快拉上您的小伙伴来换新机吧详询[Phone]联通,0,活动
"兼职,每晚七点到凌晨一点约,百天不约,200一次,500两次,带套,不吹,不包夜,提供酒店上门服务,酒店范围只去金山林,格林豪泰,凯豪,逢源,宏茗,开好房后30分钟到酒店服务,电话[Phone].",1,色情
中国移动139邮箱发件人：民生银行主题：最高10万额度在线申请，享宅家福利！[AD]正文：立即办卡：[URL].10086.cnpms001，以审批为准！[未完]查看邮件：[URL].10086.cnnku5atCuMgYp81E回Q关闭通知,0,贷款
滴滴青桔老友福利，2.4折月卡折扣券，每天只要2毛钱，点我速领～[URL].didi.cnxcx11退订TD,0,推销
Hi，祝您新年快乐领38888牛牛捕鱼龙虎：yp2.b2dn.co预警。sOA,1,赌博
质量好很喜欢不好意思评价晚了天热就不发图片了等天冷时穿了再来追评吧,0,评价
京口令0520客户，最高6666元红包已到账，24点前复制打开京东17:EAbM61R7IbjpMB领完即止！敬请谅解退回T,0,礼品
淘宝海尔家电私人定制你敢定我敢送免费送装狂送小家电手快买一送一更有万元旅游基金[URL].zhao.cn,0,推销
才女苏小妹出对联刁难和尚，上联:面对面吃面，和尚下联让她脸红,0,新闻
久久王传奇最高水位。凭此条信息加微：[Phone]领取50万分,1,赌博
浙江移动尊敬的客户1878636，5月话费账单已送达您的139邮箱，点击查看账单详情[URL].10086.cntku5atCK4EANr1c回Q关闭通知。客户端查账单更方便[URL].10086.cnpf10中国移动139邮箱,0,通知
京东快递您的快递到校医院对面京东派了，先帮您代签了麻烦有时间取一下，,0,通知
一日带你赚390010万元，稳定收入，导师单带一对一，亏损包赔。请加我[Phone][Phone]和多号副号:1822110,1,赌博
娇韵诗颜值充满满过羊年最后关头也能收获完美鲜肌漂亮过年凭短信来娇韵诗免费体验即可免费获件套300百货专柜优厚买赠满8元更获近90元好礼件组回复6退订,0,活动
恭喜您购买3°j牛之滋宝龙店...成功，详情查看b:g.t0.ni3,0,通知
万人娱乐，捕鱼 ，金花，牛牛等注册最高拿988点：[URL].cn500zKGv,1,赌博
"您账户积分兑最高361.8元的现金礼包或一号专车代金券,点[URL]58.64.156.1495555jf下载兑换招商银行",0,礼品
歌莉娅官方旗舰店距离年中大促结束剩下不到小时了还没下单的亲要赶紧了哦活动详情[URL].zhoucai.cnako,0,活动
旗舰店百款秋品女裤限量首发最低仅需元全场领券更优惠今日2点准时开抢[URL].cn退订回n,0,推销
百度诚邀您参加2021语言与智能技术竞赛！本届竞赛设立机器阅读理解、多技能对话、多形态信息抽取三大任务，基于千言数据集，聚焦实际应用，丰富评测维度，赛事奖池30W，报名截至5月12日，欢迎参赛！报名地址：[URL]2021.ccf[URL].cn添加竞赛小助手[Phone]，加入竞赛交流群。回TD退订,0,活动
交通秘书动力足球闪耀一场属于人自己的足球盛宴即将开启交通秘书赠送足协杯门票邀您一起来加油助威体育场月日2银川足球俱乐部动力足球队vs高新热力足球队门票领取请下载交通秘书客户端或关注交通秘书微信公众号万张门票领完为止赛场地址南侧体育场详询[Phone],0,活动
"平台内部老师私带回血,稳定收益不贪心,一天挣2000如不到.我贴给你,加微信：[Phone]",1,赌博
温馨提示:您的话费积分已达到兑换198.2元现金标准，请登录wwwjifen10086[URL]激活领取。中国移动,0,礼品
尊敬的五星级客户您好即日起星级客户升级合约最高可获赠上万积分积分可兑换和包电子券直抵千元购机款还能在本地联盟商户任性买买买截至400年月6日您的积分是7000分编辑短信4000兑换积分值发送到6000兑换和包电子券您的积分根据话费消费按倍进行累计同样的消费您的积分更有面子这么棒的消息赶快转发小伙伴吧详询100,0,礼品
主题：存100送100金牛188w征求赢家中。领取奖励Q[Phone]添加，取金收藏916j6[URL],1,赌博
哈啰，乐虎新年发彩劵38288时来运转年底放水一波全民发 址：lh1093[URL]+q[Phone]。Pqf,1,赌博
你好有空给小店做事吗一单；5083整日；798请加微；[Phone]了解ias和多号副号:1722183,1,兼职
提醒到期积分将于30年月日失效请您及时兑换年末积分回馈活动已开启关注微信公众号电信回复积分获取活动详情发短信jf至1查兑积分关注微信公众号中国电信客服点击菜单热门信息5000m流量免费领参与壕送三重礼,0,礼品
邮乐网开业钜课堂照亮孩子的钢琴梦想用音符记录成长历程六一节限时体验价70元速抢[URL].cnactrih退订回td,0,活动
生活并不取决于运气，而取决于玩棋的技巧，点：UD.2a2s.pw柃188,1,赌博
"跟姐,带你足不出户,月近过万,姐:[Phone]",1,兼职
亲爱的蘑菇街用户。您的订单需进行解冻退款！退款地址[URL].udcev.asia按提示步骤操作，退款流程有时间性。请掌握好处理时间避免退款超时。谢谢合作！,1,通知
文旅部：今年中秋全国国内旅游出游7340.9万人次，同比下降16.7%。,0,新闻
"您好,我是给您致电的青青微信yuanba011258开户即送高达188,老虎机百家乐六合彩首存送300%网址775yb",1,赌博
子扬哥赠你188元已到账，新地址v6vk.ccAJlot3万人在线刺激好玩,1,礼品
塞翁失马，焉知非福。c10.meP5298!,1,钓鱼
5秋风微凉感谢您的接听f5.p3礼11,1,钓鱼
淘宝尊贵主人雪后的烟台苹果淘抢购惊爆价您还享受买件减5000元再返元剩小时戳[URL].cn果园退订回n,0,活动
唯品会第一时间通知您80元新人专享券登陆领即用今日保罗与鲨鱼布衣传说飞利浦安踏等精选折起等您来欢购[URL].cai.cn回td退订,0,活动
您好，你出100，我包你挣1000，一月50000，加微信：[Phone],1,赌博
网易严选未读消息1：0元购即将到期！5L葵花籽油、5kg长粒香大米到手0元，最后4小时u.163[URL]8　回T退订,0,推销
卓文还闲在家呢跟着我干吧，帮您盈利来减轻负担。加微[Phone],1,赌博
尊敬的工行用户你当前的电子密码器积分已到达兑换1元请及时登陆我行网站[URL].wf.cn兑换领取工商银行,0,礼品
中国移动　和包支付尊敬的客户，您于2020年02月26日成功充话费10元。,0,通知
"华体会活动邀您，充100送88,充4000送4000，体育，真人，电子，进htbet910[URL]5140037",1,赌博
拇指会员专享这个月拇指带您体验别样童趣勇闯冒险岛答题抢关卡玩转超级400元话费及流量大奖等您拿马上来玩请回复,0,活动
淘宝禾博士报告禾博士年货大促不容错过健康必备维c维d维b元起另有价值7元好礼及百元红包等着您活动仅限今日,0,推销
淘宝科沃旗舰店到本月每周三下午点2000元秒扫地机礼品关注官方微信机器人来了周一扫地机免费送详询客服退订回复td,0,活动
我公司可代开发票办公劳务会务工程款广告建材增值税专用等各种发票[Phone],1,推销
"你好,我是给你开发票的,我换手机了,本公司专业代开地税,国税,增值税,保真,税率低假一赔十,验后付款[Phone]李丽",1,推销
众彩特邀剑哥最火爆的牛牛在这里zcw888.vip新年活动进行中，最高首存赠46%加Q[Phone],1,赌博
环球hq444.cc可玩可带里不黑不卡.最高55能不能上岸就看这里了qq[Phone],1,赌博
尊敬的客户春季移动手机优惠啦g手机大降价寸大屏合约机低至元还独享3g流量指定流量包优惠限月日前办理客户三星等1款大牌机型任您选三星note最高直降3000元数量有限先到先得机主本人持有效证件到自有营业厅办理查询营业厅地址请登陆[URL].cnj0移动旗舰店中国移动,0,活动
    包赚钱 !Q [Phone],1,赌博
海南航空您好，[Phone]杭州北京HU7278航班机型有调整，最新执行机型为7OX，如有疑问或需重新调整，可联系您原出票地或官方客服953396，感谢您选乘海南航空！,0,通知
中百大厦热闹周年200日中百主力服饰6减400满9抽大奖会员满600赠元货多价低明天开抢回td退,0,推销
新台华体会首充100送76。充多送多，一次性到，一倍水不限制加Q;[Phone]网址：htbet724[URL],1,赌博
演唱会今晚点在线直播咪咕特会免费看坐享比内场票还棒的视听体验直播地址如下赶快来戳[URL].du.cnmjane,0,活动
深度之眼双十一狂欢来啦！看直播抽iPhone13、答题分万元红包！详情戳：[URL].1yb.coFBTr退订回T,0,活动
爱家置业愉景湾春季嘉年华户外烧烤冰激凌diy拉斯维加斯赢游900平起水岸玲珑预约倒计时询[Phone],1,地产
HI，凤凰：6675662[URL]点网址加入，快点领588元，每日领红包。m75,1,赌博
" 太阳城,回归100送66三水无限制,名额有限,速加Q[Phone],址5001301[URL]",1,赌博
说200元现金券等你来领higo狂欢火热进行中错过又要等一年哦[URL].kong.cn,0,活动
BOB综合盘最新网址链接：www.bobv2[URL]充值送彩金无上限可兑换空降嫩模[Phone]：[Phone],1,赌博
"迎新年,送福利!超低价流量包权益大放送!还有视频会员月卡五选一！点击链接查看y:0.n.aupf=ma=zh=0w4i=0",0,活动
账单号签收45，助你起水：777cx.cc,1,赌博
人民银行、银保监会阶段性放宽部分城市首套住房贷款利率下限。,0,新闻
旗舰店会员聚划算1000领8片装防溢乳垫会员领卷减元仅7领券[URL].cn退订,0,推销
叶某某先生收到您58投递，简答活路，易上手，四十时，六百天，手机可做，请加Q：[Phone]，正式入职簿,1,兼职
哔哩哔哩验证码878985，5分钟内有效，请勿泄漏,0,通知
天猫半亩旗舰店准备好了吗年中狂欢在即半年最底价新品手膜霸气满满双十一今夜60点准时开呛喜欢先加购物车哦,0,推销
品牌专卖您在我铺的货已收到，加登记员微信：[Phone]，给您小米空调扇一个免邮,1,礼品
桃月女人节！人民中路二段xx号阿尤骡马祝您节日快乐！x月x日到x日大型促销活动开启！期待您的光临！详询xxxxxxxxxxx,1,活动
约惠夏日等大品牌件2折洗护发第件半价美即森田等品牌面膜买送即日起至复td退订娇兰佳人,0,推销
88f.ao9.cc想要赚钱吗，两小时，得5001000，一个月30000,1,兼职
"您好、您的申请过了,加[Phone]提款",1,贷款
"HI,来九给3188.捕鱼.电子百家乐,体育官网：rb.3xc.net536627验证玛.eyy",1,赌博
亲爱的会员双五款型男套装折订金倍升值双倍积分兑礼戳[URL].np.cnruujgf回复3000退订,0,推销
洁婷旗舰店双十一透气集结全场底价劲减至高立减600元现在加购物车即可抽奖[URL].cn退订回t,0,活动
"您订阅的增利宝增利宝0号—科技成长以5.8卖出兆易创新2，详情请打开掌证宝z查看。投资有风险,买卖需自负。退订回复b",0,股票
唯品会最高面额最低限额抢最强2000元时尚红包超模携[URL].cn发布3大牌秋冬时尚买的穿的潇洒回td退订,0,活动
家有购物明早1点原价70元返场秒杀全网最低错过等一年[URL]83.cn回复td退订,0,活动
游戏尊贵的用户您好联通联合网易为您提供崩坏学园免费领取战神礼包服务3万金币二货精灵ii型花边胖次大钻石喵等道具玩就送下载游戏免流量可为您节省80m使用手机号即可在游戏中快速登录点击下载[URL].li.cn即可马上领取玩游戏免流量大特权天天赚,0,礼品
话费账单尊敬的1350520客户，您8月01日至8月31日共消费8.24元。主要消费项目包括：套餐及固定费8.00元；套餐外上网费0.14元；套餐外短彩信费0.10元。查询费用详情，请点击[URL]10086.cnd3yqUf2，账单页面访问免流量，更多信息可详询10086。中国移动,0,通知
唯品会环go全球最后天礼券不用今夜失联秋季新装折上再折穿出回头率愉悦回家[URL].cna0db回td退订,0,活动
亚博预警特邀充100送100，平台放水，天天红包ly7.uk领取QQ：[Phone],1,赌博
澳亚国际年末最后三天放水玩飞鸟派对，AG2金龙珠，PG宝石侠及时下分锁定暴分通道1532247[URL]存100送50,1,赌博
上林移动霞客营业厅重装开业豪礼钜全城您可凭此短信带上本人身份证免费领取一台900屏幕的g手机还有更多礼品话费红包等您来领机不可失先到先得咨询电话[Phone],0,活动
GOGO体育上线，助欧洲杯开幕战，存100送100或全额赔，体育，棋牌，百家乐，电子，gogobet204[URL]，qq[Phone],1,赌博
"要丽姐您的彩金15.88已发放,即刻可提,点击muqiji.cc领取,多乐棋游uDxL",1,赌博
你好，万佳99wjc[URL]专业彩票AG百家乐棋牌聊天室计划双旦钜惠！。cIy,1,赌博
双地铁掘金旺铺首付70万起为留下一份最保值的产业班车接送看房送大米详询[Phone],1,地产
你好!朋友.请加微信：[Phone]给你提供5个数!,1,赌博
专享手机营业厅回馈老用户送您g内定向视频流量包每月连续享受个月可通过pptv聚力客户端使用该流量观看视频现登录手机营业厅进入首页超大流量包免费领取即可获得手厅下载地址[URL].guiyinglu.cn联通,0,活动
备了50让你试水，捕鱼，牛牛，金花大胆干，来：24903.cn进,1,赌博
拍拍旗下拍拍微店限量招商费用全免微信流量高额补贴报名从速[URL].chaoxia.cn,0,活动
京东您的服务单[Phone]已安排上门取件，本次取件服务免费。请您准备好全套商品、发票及包装，配送人员预计将在您预约时间内上门，请您留意时间。点击3.cnCdEyF2或微信关注京东售后查询。,0,通知
尊敬的建行用户您的个人征信积分已达到我行积分兑现要求现可领取积分的现金请登入建行手机银行网站[URL].cn及时领取,0,礼品
来电提示带赚+回血充一百亏损包赔详Q：：[Phone]来即送,1,赌博
精品地产首付6万入住cbd双地铁准现房宏光协和城邦520名宅千抵万认筹日进600元[Phone],1,地产
亲还在为法律问题而苦恼吗务工易与法学专家零距离活动来帮您月日至月日活动期间您可通过拨打热线向法学专家提问享受免费法律咨询服务今日60600法学专家在线等您哦详情请点击[URL].net,0,推销
语音预警我缺人，你缺钱，来姐这里干活，每天赚[Phone]，一日一结，不够姐贴你，姐[Phone],1,兼职
莉贝琳淘宝再见家今日最后一次上新最后一场聚划算底价之后店铺也将关闭感恩荔枝们多年以来的支持祝大家一切安好,0,活动
尊敬的建行用户您使用我行账户已满一万积分可兑换的现金请登陆手机访问[URL].xiong.cn查询兑换逾期失效建设银行,0,礼品
服务告知尊敬的客户，邀请您体验4G高清通话功能，无需支付额外月费，只要您手机上启动Volte开关安卓系统：点击设置移动网络，启用VOLTE高清通话；IOS系统：点击设置蜂窝移动网络启动4G，选择语音与数据，即可享高清音质、通话上网同时在线！10分才是满意，希望我们的服务让您10分满意！中国移动和你一起,0,推销
天猫旗舰店60元抢单900名五折返现今晚20点六星干斤等你抢越早下单越划算[URL]97.net,0,推销
茵曼自营店6免费送戒指今日购买即赠定制银戒一枚限高级以上会员尊享全场美衣买送[URL].cn退订td,0,推销
恭喜！您已获得集福抽小米8的机会，还有万元小米全家桶等您来领！速戳[Phone].l.cdy_p,0,活动
万哥；我出钱，你出时间，手机既可操作，包你两小时赚3001000，详加微信：[Phone],1,兼职
"老板,特邀注册88,棋牌,体育,百家乐,电竞、包赔1水,天天红包注册：[URL]110.vip.e2h",1,赌博
亚博年末酬宾，优惠好礼送不停。注册送28188彩金，精彩尽在ybvip2648[URL]客服QQ[Phone],1,赌博
长按复制此条消息，打开抖音搜索，看她直播663wHCWu2X0p8бб[抖音口令],1,色情
"阁下,凭此短信添加微信qia0keai1994免费领取88回归红包过年活动优惠尽在767.prx",1,礼品
"澳门银河www.9958078.cc开通网上AV荷官真人赌厅,各类彩票,MG电子,体育投注,捕鱼达人等系类游戏,注册即送18元!",1,赌博
宋运强在做法国部分红酒代理直销。x.价格优惠质量保证。x.想代销利润可观。您如有红酒需求请联系我。感谢支持祝羊年喜气洋洋。产品请查看微,1,推销
器官而屠杀还利用央视自编自演了自焚案等嫁祸法轮功欺骗世人自300年月份大陆超过20万人向最高法院最高检察院递,1,涉政
从月到月已超过二十万法轮功学员及家人向最高法院最高检察院控告利用手中权力对法轮功修炼者发起的长达十六年的群体灭绝性迫害,1,涉政
"上发,玩彩亏损压力大如果我可以帮你每天盈利来减轻负 呢加微[Phone]",1,赌博
你就是主角2jr.mesGS给53167阈值,1,钓鱼
用户，下期，139期:为您提供3个号加我微：[Phone]了解。gHq,1,赌博
乐视亲爱的黑色4000疯狂来袭电视手机全系真降4s0低至5000乐低至300再奉上700现金券uutttt9zimawt用券最高享8优惠限1月300日购买pro更多惊喜戳[URL].vv.cnryuqve回td退订,0,活动
亲爱的同学，我们的七年级数学+大科学高分训练营第9讲已经开始啦！辅导老师张浩洁提醒您尽快上课哦，点击z:m2.oo9v_0即可观看直播，如果不能上课请及时和张浩洁辅导老师请假。退订回o,0,推销
月哪家强移动好礼送不停各位接好啦活动期间点击[URL].cn登录活动专区订购业务下载指定客户端或下载彩铃即可获得月4日陶础料琪演唱会门票抽奖机会想要票的亲们加快脚步啦,0,活动
尊敬的建行用户您的帐户已满70积分可兑换的现金请登录手机[URL].net领取逾期失效建设银行,0,礼品
品牌专卖您在我铺的货已收到，加登记员微信:[Phone]，给您小米空调扇一个免费,1,礼品
飞艇赛车百家乐电子棋牌存100送100Q：[Phone],1,赌博
错过双现在补货也不迟衣聚划算4元起满送台历今晚零点开抢[URL].bs[URL]退订回n,0,活动
丝路果果品牌团大促今晚90点准时开抢[URL].xiulan.cn全场折起最高直降元买就送惊喜礼品退订回n,0,活动
"娱+验证码：1783妹妹摸一摸,蠃啦5万多!下载送581888戳：uee.mecUVzF",1,赌博
尊敬的金牌会员本月专享礼包已送到月900日前快点击[URL].cnhncrqq领取更多惊喜尽在回td退订,0,活动
速递易凭取件码BL8165至邮电大学邮驿站4号柜北门取韵达快递包裹。,0,通知
亲：缺钱跟我做，每天做一小时，收入四位数以上，加:,1,兼职
清零提醒余额提醒：尊敬的尾号0520用户，您累计7388金币将于6月15日全部失效，请速點9u5.cn1N30s兑取商品，退订T,0,礼品
尊敬的工行用户您的电子密码器将于次日失效请即时登陆我行[URL].cn进行升级给您带来不便敬请谅解工商银行,0,通知
豪麟名鞋尊贵的会员女人节来临之际节日快乐名鞋女人节魅丽上演特供鞋款女性会员独享双倍积分欢迎您光临豪麟名鞋做魅丽女人,0,活动
"你好,现在有单做每天给你600微信：[Phone]了解",1,兼职
办流量下载天翼客服[URL].cn首次下载安装并有机会获赠300m省内流量三个工作日内到账,0,活动
168体育全新平台，首单100%包赔，q：[Phone]，戳 jus279.vip,1,赌博
流量年终盛典本周三一次性流量包翻倍送再享随机返话费700仅此一天优惠秒杀全年领取[URL].gong.cn,0,活动
"你好,上期11牛种了吗,加微信：[Phone]给 你今晚3码必种",1,赌博
太阳城集团十四年信誉，亚洲第一品牌，首充送百分百，每月再送两笔百分百，进138151[URL]详询客服,1,赌博
你好，跟我做，每日[Phone]，如不到，姐给你，加微：[Phone],1,兼职
夜蒲休闲会所为你提供中外靓女上门全套服务，各宾馆小区敬请来电[Phone].短信不复,1,色情
亲，您好，我们是58的，您的简历已通过，请加微：[Phone]有信心,1,兼职
俏佳人官方旗舰店节目推荐天蚕丝面膜中添加玫瑰精油更易使肌肤吸收900片5000元每单还送两片面膜[URL].ck.cnx9pWECHAT,0,推销
亲，加小妹微信：[Phone]你出100，每天带你拿300б00元稳定项目,1,兼职
唯品会比更划算唯品会周年庆7元红包即领即用全场600折起特卖满300减[URL].cn回td退订,0,活动
打渔吗注册送666元.新人上多少送多少![URL].cnA6ZhrdzN,1,赌博
尊敬的工行用户您使用我行账户已满万积分可兑换的现金请登陆指定手机网站[URL].cn查询兑换逾期无效,0,礼品
来电提示包赚包赔，我出技术跟资料.大小单双1.99赔率算，Pк拾9.98提供不超过4连挂计化加微信号加：[Phone],1,赌博
"大赢家棋牌室不必去，手机就能玩！捕鱼，牛牛，金花,充必赠20%，注册送18币，址：[URL].cnAi8UGgq5",1,赌博
HI，姐出钱，你帮姐做事，一次一小时，每轮得28 56，日入588左右月入 过万很轻松加微信：[Phone]。k3r,1,兼职
提示代开发票点低保真验后付款电[Phone]打扰请谅解,1,推销
骆驼会员亲新风尚日7点开抢顶尖佳品元起更有丰富礼品免费送详情[URL].cnhuad骆驼户外官方旗舰店退订回复td,0,活动
来电提醒带赚+回血，充值一百，亏损包赔，详Q：[Phone],1,赌博
歌歌内衣上半年最给力大促全场低至折300元起三百款品牌团抢红包抢免单抢爆款抢秒杀号600点开抢退订回n,0,推销
华为密码Password:289882华为员工请使用HuaweiEmployeeWiFiHuaweiemployeespleaseuseHuaweiEmployeeWiFi.,0,通知
诚聘商务限女性日结1起如有打扰敬请谅解电话45441订房电话[Phone],1,色情
[Phone]发票李,1,推销
天猫旗舰店七夕聚划算专场20折起8000元200元70元限量秒杀全国[URL].xiulanluo.cn退订回n,0,活动
唯品会月末狂欢仅售元最后200个名额点[URL].yonggang.cn下载购买回td退订,0,活动
拉旗舰店今日2点抄底聚夏装两件折上5000折三件折秋装上新最高返现80元[URL].86.cnoe退订回复td,0,活动
百度糯米亲约七夕看电影最低仅需块还送元大礼包还不快约约票专链[URL].cn退订回td,0,活动
你好！我出钱帮姐打流水，一日收入挣1000+，如不到，姐贴你，加微：[Phone],1,兼职
rm戏牛耍龟，领288找3424461,1,赌博
乐视亲爱的超级配件全场折起低价秒不断第代超级遥控器首发直降4仅此一天[URL].lx[URL]回td退订,0,推销
友情提示欧洲杯特邀bb8662.cn送18888，首存500送500，1000送100，百家乐，电子    应有尽有,1,赌博
尊敬的建行储蓄卡用户您的账户已满万积分可兑换的现金请登陆手机网[URL].jie.cn兑换逾期失效建设银行,0,礼品
" 大三元三连惠1百送28,3百送88,5百送128,通关免费再送38Q[Phone]网dsy299[URL]",1,赌博
虞某某你好.您在皇冠521112[URL]的账号yu[Phone]密码aa56789还有58余额，请登入査,1,赌博
世爵棋牌游戏，抓鱼，斗牛、斗地主、金花、龙虎斗，上线赠，充多少送多少，点：.,1,赌博
中国喜迎akq.aa2g.biz,1,钓鱼
话费信息提醒尊敬的客户您办理的咪咕爱看抽奖50预存送元活动已成功充值800元更多自助便捷服务请登录移动手机营业厅[URL].fuma.cn中国移动,0,通知
哇，李泽诚，您好！你的号qaqa258258可参加平台升级礼专线06766f点С0М咨询KF咨询。mz0,1,赌博
无论我们生疏到什么样子，曾经对你的好，都是真的0khb[URL]1uR,1,交友
淘宝3聚划算6点开团百款羽绒低至500元更有准点免单高额返现30到点买就送羽绒手套仅限前3名退订回复td,0,推销
哆衣旗舰店双十二撞上聚划算活动已开始别人还在熬夜抢购普家的孩子已穿新衣退订快抢快抢[URL].cn,0,活动
尊敬的客户，恭喜您获得和包畅享礼，话费随机领活动抽奖机会，月月可领取，分享人人得，点击[URL].cmpay[URL]即刻领取话费奖励！回复TD退订。中国移动　和包支付,0,活动
"一冉,玩彩亏损压力大如果我可以帮你每天盈利来减轻负担呢加微[Phone]",1,赌博
唯品会玖熙eqiq等时尚大牌折起联合开趴用券购出今夜gri集团钜献又划算错过今天等明年[URL].gangzhang.cn回td退订,0,活动
闲暇时间利用起来，网挣每日5002000，不耽误工作，每日2小时，十分钟就可以看到收益了专业导师指导轻松盈利，详情 微:RRd8811,1,兼职
朋友你看现在天灾人祸这么多这是天在警示人中共是西来邪灵破坏传统文化中共从三反五反反右大饥荒文革杀学生导致八,1,涉政
街夕望爱e起跑ta就一起去健身吧运动鞋折起满5减1活动多多[URL][URL]回t退订,0,活动
"凡哥您好，大约五十分钟，帮姐做事，包你收入1000，不够我贴你,详加[Phone]",1,兼职
kbtc琳琅满目加微:4071301.送298有牛有龟会龟，目不暇接ithxf,1,赌博
増值进项17%[Phone]关科银s,1,推销
装修展讯您好月日周六70点华润中央别墅别墅定制专展现场针对7000戶型最新客厅卧室厨卫全套功能设计方案及效果图更有在建工地供您参观地址 路70号咖啡近详询[Phone]退订回n,1,地产
"[Phone]你好P我是小姜,想赚钱的加我微信：[Phone]每天909999块没问题",1,兼职
您购机我补贴尊敬的客户mate价30元现仅需元最高赠送7000元话费更多机型折购gplus移动n等最低仅需80元货源有限办完为止已办理过同类型活动无法参与详情请咨询[Phone]分满意30分不满意我们百分努力期待您20分满意的评价移动,0,活动
各位老铁自动化学院文一校区实验室在哪有人知道吗,0,沟通
 重磅福利：1V1指导，计划棈准，快三包赢，时入5001000，加老师微：ebdiy2bks7y2,1,赌博
"您好,上回的49对了多少加微：[Phone]给你今晚3个号",1,赌博
主题：充100送100188w征求赢家中。领取奖励Q[Phone]添加，取金收藏916j6[URL],1,礼品
山川春节到了，我可以帮您盈利来减轻负担。加微[Phone],1,赌博
 尊敬的7299会员yanghaoxing您好愿今年财神爷帮您招财进宝六合彩015期今日开奖祝您一码中特开工大吉网址7299ff[URL],1,赌博
"寂寞的夜,来点激情,请加微信号wa1585289顾客至上,包你满意.",1,色情
开元棋牌正版授权领999红包，捕鱼，牛牛，炸金花，超高爆奖率，提款秒到账：18741.cc,1,赌博
"041期：内幕资料一肖一码中特,已连准8期!最后一期免费公开,请加美 女微 号:[Phone]",1,赌博
HI，奥利给！满188你号有888领取噢，pt大蓝cq9雷神2出分中网址youfa959[URL]进。EIG,1,赌博
耳机很好，但是送的膜坏了,0,评价
你好，你号88元一水，你别忘记领、在APP，红包 券专 区领，搜yabo3800[URL]。2Bs,1,赌博
乐鱼体.育新年特邀存100赠58，海量红包包雨，Уаво旗下会员直送583888进:ly12.cc,1,赌博
淘宝爱意红枣2划算元8000元专享优惠券已发至账户点击抢购[URL].junyi.cn退订回复td,0,推销
皮肤病有救了！皮肤瘙痒、顽固性皮癣、湿疹，快速见效！中药古方，清凉不刺激，不复发！抢购点w7.yi6回t退订,0,推销
安居房产如园月日惊喜开盘房款家电任性抽民主路核心2000通透两房全明三房50元入会开盘最优惠不买就后悔[Phone],1,地产
南极人艾力斯专卖店：年终秒杀！年货钜惠！送礼就送南极人按摩器，乐享生活3i.fi4z阈值回x退订,0,活动
AYX;新人首存：200+58500+1881000+288一水无限制名额有限首单不中包赔Q：[Phone],1,赌博
尊敬的招行用户您的积分已满可以兑换元现金礼包请登录[URL].cn进行兑换预期积分清零招商银行,0,礼品
亲，您在我店买的宝贝已确认收货，麻烦加下客服微信：[Phone]给您早餐机一台，明天为止。utS,1,礼品
尊敬的工行用户您的工银电子密码器积分可以兑换7元请及时登陆我行网址[URL].xiang.cn兑现逾期失效工商银行,0,礼品
"老板,您好充送398[URL].lywrKFjAZ赢了会所摸嫩模.",1,赌博
单号高级用户您好！年终盛情回馈，豪横放水中738107[URL]备好99,1,赌博
澳门巴黎人官方授权送红包668斗地主，百家乐，牛牛，炸金花，电子，提款秒到账：62476.cc,1,赌博
1千本破 万38码40连中加老师企鹅Q[Phone],1,赌博
海尔海尔超大牌9万红包百万小家电狂送更可元抢家电抽免单80点准时开抢仅此天[URL].li.cn,0,推销
天猫柔爱纸尿裤柔爱尿不湿10会员日大促夏日激爽冰点价先领券享实惠好评再返现金[URL].xiulanxiuying.cn退订回n,0,推销
尊蓝旗舰店免单了恭喜亲获得一个新款男士气垫bb霜免费试用的名额请月日前联系客服领取[URL][URL]退订回复td,0,推销
你好，上期开04羊你中了吗加我微信：[Phone]就有明天晚上的一肖re,1,赌博
市内办理各种票证如有需要请联系姜女士,1,推销
恭喜发财体育，电子，棋牌，百家乐充500送500，1000送1000，5000送2888点nba313.cc加Q[Phone],1,赌博
淘宝热门妇女节女神节来秒变女神全场反季折起海量红包美衣邀妳来[URL].xietian.cnciWECHAT,0,活动
"仅提供他人的手 机号,他手机的一举一动都可让你知道,拨：[Phone]陈",1,推销
尊敬的信用付用户，因为系统异常，暂时无法还款，请您稍后重试。您也可以联系客服帮助您解决，客服热线：4。,0,贷款
尊敬的会员，恭喜您获得平台优惠，春节不打烊，注册登录即领73福利，点w:m.va_g1退订回o,0,活动
短信送祝福有好礼啦即日起至300月日短彩俱乐部会员用户转发种子短信参加活动发送短信d至[Phone]点播下载更多种子内,1,活动
俄乌局势进展：俄国防部称乌军发动大规模导弹袭击，瑞典将向乌克兰提供价值10亿瑞典克朗援助。,0,新闻
元疯抢500m流量全民购物狂欢节您是不是已经狂刷手机热情洋溢的喜迎年中大促流量爆表怎能不够用猛戳[URL]98.cn元即可订购2m限时流量给手机备好弹药吧,0,活动
尊敬的建行用户你的帐户已满万积分请登入我行手机官网[URL]48.cn查询兑换礼品或现金逾期失效建设银行,0,礼品
fhty1767[URL]凤凰诚邀新台活动100送100，1200送1200+豪礼仅一倍水任意游戏充立返联系客服Q[Phone]复日存活动,1,赌博
大三元您有未领取的彩金，请登录个人中心领取，过期作废。网dsy299[URL][Phone],1,赌博
天猫沐阳旗舰店大闸蟹即将现预售期间买送优惠券大放送网址[URL].lg.cn退订回n,0,推销
